City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Junin,AR,-34.5838,-60.9433,102.13,18,0,5.93,clear sky
697,Martil,MA,35.6166,-5.2752,60.87,82,40,6.91,scattered clouds
698,Sobolevo,RU,54.4299,31.8996,29.17,95,98,13.33,light snow
699,Jaicos,BR,-7.3592,-41.1378,87.39,46,100,8.43,overcast clouds
700,Rundu,NA,-17.9333,19.7667,74.84,54,100,5.19,overcast clouds
701,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,94,40,10.4,scattered clouds
702,Bradley,US,35.1501,-84.8666,50.13,87,90,9.22,overcast clouds
703,Pangani,TZ,-5.4333,38.9667,79.29,88,61,8.3,light rain
704,Umarga,IN,17.8333,76.6167,62.19,56,0,10.6,clear sky
705,Muros,ES,42.7762,-9.0603,54.68,90,13,7.9,few clouds
706,Wewak,PG,-3.5534,143.6268,78.13,89,100,7.25,overcast clouds
707,Ridgecrest,US,35.6225,-117.6709,48.38,45,1,0.0,clear sky
